customer_reference,account_num,bank_code,amount,currency,transaction_date,recurring_type,frequency_value,start_date,user,csv
CUST0084,ACC100084,BANK881,1567.78,MYR,2025-01-25,YEARLY,3,2025-01-30,bank_admin,batch_upload_invalid_test
CUST0085,ACC100085,BANK768,511.47,MYR,2025-01-26,WEEKLY,1,2025-01-31,bank_admin,batch_upload_invalid_test
CUST0086,ACC100086,BANK394,4618.41,MYR,2025-01-27,WEEKLY,6,2025-02-01,bank_admin,batch_upload_invalid_test
CUST0087,ACC100087,BANK607,4624.72,MYR,2025-01-28,YEARLY,1,2025-02-02,bank_admin,batch_upload_invalid_test
CUST0088,ACC100088,BANK101,3062.97,MYR,2025-01-29,MONTHLY,2,2025-02-03,bank_admin,batch_upload_invalid_test
CUST0089,ACC100089,BANK984,1560.48,MYR,2025-01-30,YEARLY,1,2025-02-04,bank_admin,batch_upload_invalid_test
CUST0090,ACC100090,BANK791,1555.44,MYR,2025-01-01,WEEKLY,1,2025-01-06,bank_admin,batch_upload_invalid_test
CUST0091,ACC100091,BANK509,1880.25,MYR,2025-01-02,MONTHLY,12,2025-01-07,bank_admin,batch_upload_invalid_test
CUST0092,ACC100092,BANK116,2825.8,MYR,2025-01-03,MONTHLY,3,2025-01-08,bank_admin,batch_upload_invalid_test
CUST0093,ACC100093,BANK996,1673.19,MYR,2025-01-04,YEARLY,12,2025-01-09,bank_admin,batch_upload_invalid_test
CUST0094,ACC100094,BANK380,4549.17,MYR,2025-01-05,YEARLY,6,2025-01-10,bank_admin,batch_upload_invalid_test
CUST0095,ACC100095,BANK696,4161.29,MYR,2025-01-06,MONTHLY,12,2025-01-11,bank_admin,batch_upload_invalid_test
CUST0096,ACC100096,BANK645,3192.97,MYR,2025-01-07,WEEKLY,2,2025-01-12,bank_admin,batch_upload_invalid_test
CUST0097,ACC100097,BANK678,2104.76,MYR,2025-01-08,MONTHLY,3,2025-01-13,bank_admin,batch_upload_invalid_test
CUST0098,ACC100098,BANK829,2076.43,MYR,2025-01-09,YEARLY,6,2025-01-14,bank_admin,batch_upload_invalid_test
CUST0099,ACC100099,BANK387,265.64,MYR,2025-01-10,MONTHLY,1,2025-01-15,bank_admin,batch_upload_invalid_test
CUST0100,ACC100100,,,MYR,2025-01-11,MONTHLY,3,2025-01-16,bank_admin,batch_upload_invalid_test
CUST0101,ACC100101,BANK443,1404.43,MYR,2025-01-12,WEEKLY,2,2025-01-17,bank_admin,batch_upload_invalid_test
CUST0102,ACC100102,BANK404,3438.29,MYR,2025-01-13,WEEKLY,6,2025-01-18,bank_admin,batch_upload_invalid_test
CUST0103,ACC100103,BANK272,1500.27,MYR,2025-01-14,YEARLY,3,2025-01-19,bank_admin,batch_upload_invalid_test
CUST0104,ACC100104,BANK249,3412.4,MYR,2025-01-15,WEEKLY,6,2025-01-20,bank_admin,batch_upload_invalid_test
CUST0105,ACC100105,BANK424,2517.59,MYR,2025-01-16,MONTHLY,3,2025-01-21,bank_admin,batch_upload_invalid_test
CUST0106,ACC100106,BANK895,4621.77,MYR,2025-01-17,MONTHLY,12,2025-01-22,bank_admin,batch_upload_invalid_test
CUST0107,ACC100107,BANK514,3733.95,MYR,2025-01-18,YEARLY,1,2025-01-23,bank_admin,batch_upload_invalid_test
CUST0108,ACC100108,BANK488,3436.19,MYR,2025-01-19,YEARLY,2,2025-01-24,bank_admin,batch_upload_invalid_test
CUST0109,ACC100109,BANK250,2044.76,MYR,2025-01-20,YEARLY,3,2025-01-25,bank_admin,batch_upload_invalid_test
CUST0110,ACC100110,BANK946,1805.26,MYR,2025-01-21,MONTHLY,2,2025-01-26,bank_admin,batch_upload_invalid_test
CUST0111,ACC100111,BANK449,4683.95,MYR,2025-01-22,YEARLY,6,2025-01-27,bank_admin,batch_upload_invalid_test
CUST0112,ACC100112,BANK305,2424.46,MYR,2025-01-23,WEEKLY,2,2025-01-28,bank_admin,batch_upload_invalid_test
CUST0113,ACC100113,BANK475,4578.29,MYR,2025-01-24,YEARLY,6,2025-01-29,bank_admin,batch_upload_invalid_test
CUST0114,ACC100114,BANK702,1133.56,MYR,2025-01-25,YEARLY,12,2025-01-30,bank_admin,batch_upload_invalid_test
CUST0115,ACC100115,BANK847,4490.53,MYR,2025-01-26,WEEKLY,1,2025-01-31,bank_admin,batch_upload_invalid_test
CUST0116,ACC100116,BANK964,3123.09,MYR,2025-01-27,MONTHLY,2,2025-02-01,bank_admin,batch_upload_invalid_test
CUST0117,ACC100117,BANK639,3288.24,MYR,2025-01-28,YEARLY,12,2025-02-02,bank_admin,batch_upload_invalid_test
CUST0118,ACC100118,BANK846,4574.96,MYR,2025-01-29,WEEKLY,3,2025-02-03,bank_admin,batch_upload_invalid_test
CUST0119,ACC100119,BANK374,2516.22,MYR,2025-01-30,WEEKLY,3,2025-02-04,bank_admin,batch_upload_invalid_test
CUST0120,ACC100120,BANK861,,MYR,2025-01-01,MONTHLY,12,2025-01-06,bank_admin,batch_upload_invalid_test
CUST0121,ACC100121,BANK619,893.1,MYR,2025-01-02,MONTHLY,2,2025-01-07,bank_admin,batch_upload_invalid_test
CUST0122,ACC100122,BANK765,1411.58,MYR,2025-01-03,MONTHLY,1,2025-01-08,bank_admin,batch_upload_invalid_test
CUST0123,ACC100123,BANK579,2313.81,MYR,2025-01-04,WEEKLY,6,2025-01-09,bank_admin,batch_upload_invalid_test
CUST0124,ACC100124,BANK647,1932.39,MYR,2025-01-05,YEARLY,3,2025-01-10,bank_admin,batch_upload_invalid_test
CUST0125,ACC100125,,,MYR,2025-01-06,WEEKLY,1,2025-01-11,bank_admin,batch_upload_invalid_test
CUST0126,ACC100126,BANK241,2271.43,MYR,2025-01-07,WEEKLY,6,2025-01-12,bank_admin,batch_upload_invalid_test
CUST0127,ACC100127,BANK697,2648.35,MYR,2025-01-08,YEARLY,3,2025-01-13,bank_admin,batch_upload_invalid_test
CUST0128,ACC100128,BANK134,4174.35,MYR,2025-01-09,YEARLY,12,2025-01-14,bank_admin,batch_upload_invalid_test
CUST0129,ACC100129,BANK530,4971.11,MYR,2025-01-10,WEEKLY,3,2025-01-15,bank_admin,batch_upload_invalid_test
CUST0130,ACC100130,BANK382,1597.45,MYR,2025-01-11,YEARLY,3,2025-01-16,bank_admin,batch_upload_invalid_test
CUST0131,ACC100131,BANK164,4594.37,MYR,2025-01-12,WEEKLY,3,2025-01-17,bank_admin,batch_upload_invalid_test
CUST0132,ACC100132,BANK349,1448.93,MYR,2025-01-13,MONTHLY,12,2025-01-18,bank_admin,batch_upload_invalid_test
CUST0133,ACC100133,BANK643,2310.46,MYR,2025-01-14,YEARLY,2,2025-01-19,bank_admin,batch_upload_invalid_test
CUST0134,ACC100134,BANK390,1430.81,MYR,2025-01-15,MONTHLY,2,2025-01-20,bank_admin,batch_upload_invalid_test
CUST0135,ACC100135,BANK906,2755.35,MYR,2025-01-16,WEEKLY,12,2025-01-21,bank_admin,batch_upload_invalid_test
CUST0136,ACC100136,BANK426,2796.04,MYR,2025-01-17,MONTHLY,6,2025-01-22,bank_admin,batch_upload_invalid_test
CUST0137,ACC100137,BANK572,3588.96,MYR,2025-01-18,YEARLY,12,2025-01-23,bank_admin,batch_upload_invalid_test
CUST0138,ACC100138,BANK238,3661.75,MYR,2025-01-19,YEARLY,2,2025-01-24,bank_admin,batch_upload_invalid_test
CUST0139,ACC100139,BANK209,650.73,MYR,2025-01-20,WEEKLY,2,2025-01-25,bank_admin,batch_upload_invalid_test
CUST0140,ACC100140,BANK478,2335.54,MYR,2025-01-21,WEEKLY,1,2025-01-26,bank_admin,batch_upload_invalid_test
CUST0141,ACC100141,BANK833,4603.53,MYR,2025-01-22,WEEKLY,2,2025-01-27,bank_admin,batch_upload_invalid_test
CUST0142,ACC100142,BANK957,903.32,MYR,2025-01-23,WEEKLY,12,2025-01-28,bank_admin,batch_upload_invalid_test
CUST0143,ACC100143,BANK565,3078.67,MYR,2025-01-24,MONTHLY,1,2025-01-29,bank_admin,batch_upload_invalid_test
CUST0144,ACC100144,BANK271,4554.22,MYR,2025-01-25,YEARLY,6,2025-01-30,bank_admin,batch_upload_invalid_test
CUST0145,ACC100145,BANK841,1848.1,MYR,2025-01-26,YEARLY,12,2025-01-31,bank_admin,batch_upload_invalid_test
CUST0146,ACC100146,BANK323,2508.07,MYR,2025-01-27,MONTHLY,3,2025-02-01,bank_admin,batch_upload_invalid_test
CUST0147,ACC100147,BANK249,185.71,MYR,2025-01-28,YEARLY,12,2025-02-02,bank_admin,batch_upload_invalid_test
CUST0148,ACC100148,BANK473,552.82,MYR,2025-01-29,MONTHLY,2,2025-02-03,bank_admin,batch_upload_invalid_test
CUST0149,ACC100149,BANK756,226.05,MYR,2025-01-30,MONTHLY,1,2025-02-04,bank_admin,batch_upload_invalid_test
CUST0150,ACC100150,,,MYR,2025-01-01,WEEKLY,3,2025-01-06,bank_admin,batch_upload_invalid_test
CUST0151,ACC100151,BANK228,3360.82,MYR,2025-01-02,MONTHLY,6,2025-01-07,bank_admin,batch_upload_invalid_test
CUST0152,ACC100152,BANK130,2299.54,MYR,2025-01-03,MONTHLY,3,2025-01-08,bank_admin,batch_upload_invalid_test
CUST0153,ACC100153,BANK976,718.36,MYR,2025-01-04,MONTHLY,3,2025-01-09,bank_admin,batch_upload_invalid_test
CUST0154,ACC100154,BANK206,4545.48,MYR,2025-01-05,MONTHLY,12,2025-01-10,bank_admin,batch_upload_invalid_test
CUST0155,ACC100155,BANK330,3773.0,MYR,2025-01-06,MONTHLY,12,2025-01-11,bank_admin,batch_upload_invalid_test
CUST0156,ACC100156,BANK444,3450.07,MYR,2025-01-07,YEARLY,2,2025-01-12,bank_admin,batch_upload_invalid_test
CUST0157,ACC100157,BANK633,2849.83,MYR,2025-01-08,MONTHLY,3,2025-01-13,bank_admin,batch_upload_invalid_test
CUST0158,ACC100158,BANK681,3440.52,MYR,2025-01-09,MONTHLY,3,2025-01-14,bank_admin,batch_upload_invalid_test
CUST0159,ACC100159,BANK515,3326.02,MYR,2025-01-10,MONTHLY,3,2025-01-15,bank_admin,batch_upload_invalid_test
CUST0160,ACC100160,BANK878,,MYR,2025-01-11,MONTHLY,3,2025-01-16,bank_admin,batch_upload_invalid_test
CUST0161,ACC100161,BANK242,3408.14,MYR,2025-01-12,YEARLY,12,2025-01-17,bank_admin,batch_upload_invalid_test
CUST0162,ACC100162,BANK967,3019.23,MYR,2025-01-13,YEARLY,1,2025-01-18,bank_admin,batch_upload_invalid_test
CUST0163,ACC100163,BANK984,1861.49,MYR,2025-01-14,WEEKLY,1,2025-01-19,bank_admin,batch_upload_invalid_test
CUST0164,ACC100164,BANK929,2639.74,MYR,2025-01-15,YEARLY,1,2025-01-20,bank_admin,batch_upload_invalid_test
CUST0165,ACC100165,BANK286,3240.98,MYR,2025-01-16,YEARLY,2,2025-01-21,bank_admin,batch_upload_invalid_test
CUST0166,ACC100166,BANK858,317.5,MYR,2025-01-17,YEARLY,6,2025-01-22,bank_admin,batch_upload_invalid_test
CUST0167,ACC100167,BANK815,1765.62,MYR,2025-01-18,YEARLY,12,2025-01-23,bank_admin,batch_upload_invalid_test
CUST0168,ACC100168,BANK221,668.32,MYR,2025-01-19,WEEKLY,3,2025-01-24,bank_admin,batch_upload_invalid_test
CUST0169,ACC100169,BANK750,1127.33,MYR,2025-01-20,YEARLY,1,2025-01-25,bank_admin,batch_upload_invalid_test
CUST0170,ACC100170,BANK149,3935.71,MYR,2025-01-21,WEEKLY,3,2025-01-26,bank_admin,batch_upload_invalid_test
CUST0171,ACC100171,BANK287,367.06,MYR,2025-01-22,YEARLY,12,2025-01-27,bank_admin,batch_upload_invalid_test
CUST0172,ACC100172,BANK445,1788.61,MYR,2025-01-23,MONTHLY,1,2025-01-28,bank_admin,batch_upload_invalid_test
CUST0173,ACC100173,BANK820,4930.74,MYR,2025-01-24,YEARLY,2,2025-01-29,bank_admin,batch_upload_invalid_test
CUST0174,ACC100174,BANK166,3315.08,MYR,2025-01-25,YEARLY,2,2025-01-30,bank_admin,batch_upload_invalid_test
CUST0175,ACC100175,,,MYR,2025-01-26,WEEKLY,2,2025-01-31,bank_admin,batch_upload_invalid_test
CUST0176,ACC100176,BANK226,3285.91,MYR,2025-01-27,MONTHLY,1,2025-02-01,bank_admin,batch_upload_invalid_test
CUST0177,ACC100177,BANK859,1694.26,MYR,2025-01-28,YEARLY,1,2025-02-02,bank_admin,batch_upload_invalid_test
CUST0178,ACC100178,BANK434,4438.76,MYR,2025-01-29,YEARLY,1,2025-02-03,bank_admin,batch_upload_invalid_test
CUST0179,ACC100179,BANK317,3478.95,MYR,2025-01-30,WEEKLY,6,2025-02-04,bank_admin,batch_upload_invalid_test
CUST0180,ACC100180,BANK678,3521.24,MYR,2025-01-01,YEARLY,2,2025-01-06,bank_admin,batch_upload_invalid_test
CUST0181,ACC100181,BANK101,3637.27,MYR,2025-01-02,YEARLY,1,2025-01-07,bank_admin,batch_upload_invalid_test
CUST0182,ACC100182,BANK152,1206.98,MYR,2025-01-03,MONTHLY,12,2025-01-08,bank_admin,batch_upload_invalid_test
CUST0183,ACC100183,BANK911,2931.05,MYR,2025-01-04,MONTHLY,12,2025-01-09,bank_admin,batch_upload_invalid_test
CUST0184,ACC100184,BANK743,4930.77,MYR,2025-01-05,MONTHLY,6,2025-01-10,bank_admin,batch_upload_invalid_test
CUST0185,ACC100185,BANK755,4243.04,MYR,2025-01-06,WEEKLY,1,2025-01-11,bank_admin,batch_upload_invalid_test
CUST0186,ACC100186,BANK410,4618.98,MYR,2025-01-07,MONTHLY,6,2025-01-12,bank_admin,batch_upload_invalid_test
CUST0187,ACC100187,BANK476,678.22,MYR,2025-01-08,YEARLY,12,2025-01-13,bank_admin,batch_upload_invalid_test
CUST0188,ACC100188,BANK791,4582.44,MYR,2025-01-09,MONTHLY,3,2025-01-14,bank_admin,batch_upload_invalid_test
CUST0189,ACC100189,BANK324,2001.86,MYR,2025-01-10,WEEKLY,12,2025-01-15,bank_admin,batch_upload_invalid_test
CUST0190,ACC100190,BANK957,791.78,MYR,2025-01-11,MONTHLY,3,2025-01-16,bank_admin,batch_upload_invalid_test
CUST0191,ACC100191,BANK325,3402.89,MYR,2025-01-12,YEARLY,6,2025-01-17,bank_admin,batch_upload_invalid_test
CUST0192,ACC100192,BANK346,2820.79,MYR,2025-01-13,MONTHLY,12,2025-01-18,bank_admin,batch_upload_invalid_test
CUST0193,ACC100193,BANK268,337.06,MYR,2025-01-14,YEARLY,12,2025-01-19,bank_admin,batch_upload_invalid_test
CUST0194,ACC100194,BANK648,1733.61,MYR,2025-01-15,MONTHLY,3,2025-01-20,bank_admin,batch_upload_invalid_test
CUST0195,ACC100195,BANK913,4991.52,MYR,2025-01-16,WEEKLY,3,2025-01-21,bank_admin,batch_upload_invalid_test
CUST0196,ACC100196,BANK770,3088.09,MYR,2025-01-17,YEARLY,2,2025-01-22,bank_admin,batch_upload_invalid_test
CUST0197,ACC100197,BANK277,1599.92,MYR,2025-01-18,WEEKLY,3,2025-01-23,bank_admin,batch_upload_invalid_test
CUST0198,ACC100198,BANK379,1935.68,MYR,2025-01-19,YEARLY,6,2025-01-24,bank_admin,batch_upload_invalid_test
CUST0199,ACC100199,BANK726,4367.02,MYR,2025-01-20,WEEKLY,2,2025-01-25,bank_admin,batch_upload_invalid_test
CUST0200,ACC100200,,,MYR,2025-01-21,YEARLY,3,2025-01-26,bank_admin,batch_upload_invalid_test
